round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
13,S,85,64,0,50,54,3.54,5.43,-9.9226,33.63,44.8,40.5,1197,1678,A,3,0,PA,Process,1
13,S,112,133,3,54,37,4.67,4.71,3.8071,15.91,77.7,20.2,1412,1462,A,2,0,PA,Process,1
13,S,139,128,0,24,37,3.14,4.71,-0.3841,20.69,0.0,102.2,1362,1503,A,0,2,PA,Process,1
13,S,62,46,0,19,54,3.40,4.33,-9.3989,40.90,9.2,107.9,1279,1839,A,0,3,PA,Process,1
13,S,154,31,2,56,46,5.00,4.20,4.5941,19.84,47.2,18.7,1436,1431,A,2,1,PA,Process,1
13,S,65,15,0,38,71,4.00,6.00,-5.1012,31.43,18.8,101.8,1341,1790,A,1,5,PA,Process,1
13,S,119,148,0,40,50,3.60,5.33,-12.1449,49.94,30.5,65.7,1379,1797,A,1,2,PA,Process,1
13,S,71,98,0,34,54,3.56,7.00,-8.4719,45.77,27.5,67.2,1342,1858,A,0,5,PA,Process,1
13,S,2,118,3,23,20,3.50,7.00,-11.6514,66.72,83.5,3.2,1396,1950,A,0,-2,PA,Process,1
13,S,152,11,3,49,28,4.78,6.00,-1.6043,28.71,73.7,12.9,1436,1583,A,3,0,PA,Process,1
13,S,36,61,0,33,50,3.22,5.14,-10.4960,52.35,22.3,65.8,1310,1913,A,0,2,PA,Process,1
13,S,10,92,0,18,25,3.20,3.67,-0.9122,34.60,0.0,62.4,1532,1653,A,0,0,PA,Process,1
13,S,70,141,3,81,16,5.75,3.50,5.8535,31.60,197.6,0.0,1609,1603,A,6,0,PA,Process,1
13,S,137,39,0,25,48,3.50,4.33,-2.5367,45.82,0.0,94.1,1382,1726,A,0,1,PA,Process,1
13,S,94,34,3,48,25,5.29,4.60,7.4287,46.17,79.1,19.0,1690,1645,A,1,0,PA,Process,1
13,S,101,1,0,29,36,3.50,2.91,5.7554,44.84,17.7,63.7,1618,1690,A,0,2,PA,Process,1
13,S,84,140,0,20,52,4.00,4.36,2.3878,40.80,0.0,121.2,1411,1576,A,0,3,PA,Process,1
13,S,54,124,3,58,27,3.64,5.00,0.8916,36.48,133.2,0.0,1540,1663,A,3,0,PA,Process,1
13,S,16,74,3,41,36,4.43,4.86,6.1044,43.25,50.9,33.4,1748,1563,A,1,0,PA,Process,1
13,S,50,82,3,55,27,4.00,3.57,6.8697,46.83,102.5,23.2,1571,1528,A,3,1,PA,Process,1
13,S,17,48,3,64,21,4.58,3.80,2.6392,39.75,133.2,0.0,1600,1561,A,4,0,PA,Process,1
13,S,51,75,0,11,31,3.00,3.63,2.1368,42.41,0.0,111.3,1506,1665,A,0,1,PA,Process,1
13,S,108,26,3,40,31,3.60,3.00,0.4553,53.71,99.9,0.0,1629,1699,A,2,0,PA,Process,1
13,S,135,127,0,21,30,3.17,4.00,-4.2279,62.69,13.4,60.1,1674,1888,A,0,0,PA,Process,1
13,S,86,5,0,34,37,4.57,4.71,-0.3590,59.80,17.4,50.2,1589,1755,A,0,0,PA,Process,1
13,S,114,157,3,39,29,4.83,3.86,5.5480,48.47,63.8,24.2,1610,1630,A,0,0,PA,Process,1
13,S,9,41,3,39,28,4.11,4.80,-1.5105,62.73,74.8,19.0,1682,1874,A,0,0,PA,Process,1
13,S,102,67,0,23,25,4.75,3.29,1.5719,53.61,24.0,36.9,1390,1659,A,0,2,PA,Process,1
13,S,143,18,0,24,37,3.33,2.75,2.0952,52.67,8.6,82.3,1567,1770,A,0,0,PA,Process,1
13,S,27,78,0,26,49,5.50,4.09,2.2374,55.43,10.6,106.8,1622,1737,A,0,2,PA,Process,1
13,S,96,99,3,39,16,3.89,4.33,-0.6413,64.08,117.7,9.0,1694,1805,A,1,0,PA,Process,1
13,S,90,155,0,28,47,4.33,4.00,-1.2526,76.49,0.0,97.8,1416,1872,A,0,4,PA,Process,1
