round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
24,S,142,144,3,49,10,4.33,3.33,4.4131,73.55,162.8,0.0,2084,2052,A,2,0,Ribbon,Draw,4
24,S,40,29,3,57,26,5.57,4.00,13.9373,83.27,109.6,9.0,2321,2009,A,4,0,Ribbon,Draw,4
24,S,126,127,3,42,26,4.25,4.00,4.2458,78.81,86.5,14.7,2009,1875,A,1,0,Dream,Draw,4
24,S,116,61,0,35,73,5.60,5.15,4.8223,82.37,0.0,125.8,1952,1980,A,0,5,Dream,Draw,4
24,S,147,151,0,27,61,4.17,4.55,-4.6702,93.47,15.8,104.8,1901,2140,A,0,4,Star,Draw,4
24,S,113,83,0,28,39,4.40,4.38,3.9459,94.04,20.7,79.4,2338,2013,A,0,2,Dream,Draw,4
24,S,104,160,0,27,31,3.43,3.22,0.5981,94.41,35.1,53.4,2157,2104,A,0,0,Star,Draw,4
24,S,28,136,3,42,32,3.89,4.00,2.7662,93.81,76.9,13.7,2037,1977,A,1,0,Ribbon,Draw,4
24,S,73,156,0,47,49,4.56,5.00,2.2169,100.76,56.2,47.4,1994,1970,A,1,1,Star,Draw,4
24,S,72,148,0,17,71,5.33,5.00,1.4041,100.76,0.0,216.1,2055,2045,A,0,5,Star,Draw,4
24,S,55,56,3,57,34,4.40,3.56,6.8917,100.56,86.4,33.9,2313,2225,A,5,0,Dream,Draw,4
24,S,33,132,3,62,28,5.11,5.20,9.7700,99.13,110.0,20.3,2581,2319,A,4,0,Ribbon,Draw,4
