round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
33,S,55,126,0,8,52,6.00,3.29,18.3966,96.85,0.0,472.0,2241,2040,A,-2,3,Dream,Draw,5
33,S,142,40,0,41,46,4.63,5.14,-6.2520,86.35,44.1,29.3,1982,2329,A,1,1,Ribbon,Draw,5
33,S,61,83,3,63,50,4.67,4.60,1.0931,88.26,84.9,26.8,1933,1970,A,6,2,Dream,Draw,5
33,S,33,28,3,71,20,4.91,2.57,10.8023,92.03,157.0,0.0,2475,1993,A,6,0,Ribbon,Draw,5
33,S,160,156,3,58,22,4.08,5.00,1.3938,101.08,156.5,0.0,2131,2033,A,3,0,Star,Draw,5
33,S,151,148,3,63,25,5.44,5.75,7.5331,98.80,123.8,11.4,2231,2003,A,4,0,Star,Draw,5
