round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
30,L,147,121,3,103,3,5.77,3.00,16.1084,41.28,1621.4,0.0,1869,1321,A,8,0,,,
30,L,94,119,3,82,40,5.70,3.60,14.6389,34.99,110.9,16.5,1725,1310,A,8,1,,,
30,L,137,85,3,65,23,5.50,4.20,12.7010,16.63,108.6,12.4,1405,1172,A,4,0,,,
30,L,128,1,3,32,14,3.75,3.00,0.4791,17.51,114.1,0.0,1448,1572,A,1,0,,,
30,L,30,103,0,33,35,5.25,3.30,16.7664,54.84,0.0,86.6,2015,1591,A,-2,0,,,
30,L,46,133,3,64,38,6.29,4.00,14.6903,43.31,69.3,24.5,1870,1447,A,3,0,,,
30,L,112,62,0,29,36,4.60,4.00,3.9782,21.43,6.8,65.2,1416,1295,A,0,0,,,
30,L,131,32,3,49,25,4.11,3.83,6.4705,23.61,66.3,10.1,1762,1483,A,1,0,,,
30,L,101,139,3,74,39,5.55,4.63,7.0311,29.07,96.6,27.5,1703,1377,A,4,2,,,
30,L,28,42,3,54,20,6.00,3.00,19.3076,45.60,86.1,17.9,1998,1388,A,2,0,,,
30,L,34,67,0,34,49,4.00,6.83,-3.5056,35.61,23.2,65.5,1504,1691,A,0,4,,,
30,L,78,11,3,48,23,5.29,4.20,6.7932,29.86,103.9,7.5,1658,1473,A,2,0,,,
30,L,152,27,0,36,48,3.56,5.29,-7.2219,34.09,27.1,63.6,1407,1704,A,0,1,,,
30,L,71,2,3,46,27,4.33,4.17,2.9923,25.02,71.2,15.2,1374,1429,A,1,0,,,
30,L,156,122,3,115,23,6.46,3.50,19.4137,53.77,217.4,10.4,2048,1504,A,12,0,,,
30,L,29,4,0,29,32,4.75,3.75,9.3735,54.49,15.1,62.2,2019,1595,A,-2,2,,,
30,L,102,36,3,67,29,4.33,3.86,6.6995,35.53,111.9,16.1,1488,1303,A,4,0,,,
30,L,65,108,0,31,59,3.38,5.56,-3.1234,35.45,0.0,104.7,1389,1671,A,0,4,,,
30,L,142,47,3,59,23,5.50,2.63,11.1059,46.19,104.8,7.3,2029,1567,A,3,0,,,
30,L,95,145,0,41,44,5.80,3.08,12.7815,69.93,35.9,93.1,2051,1641,A,0,4,,,
30,L,154,135,0,26,36,3.43,6.75,-7.0474,40.08,13.3,50.8,1450,1755,A,0,0,,,
30,L,146,109,3,63,14,4.08,4.67,3.9212,34.40,164.1,0.0,1707,1647,A,4,0,,,
30,L,83,25,3,55,25,4.10,2.88,8.3607,57.37,105.2,8.5,2055,1655,A,5,0,,,
30,L,159,22,3,40,24,4.00,3.67,12.1715,48.45,42.1,20.7,1928,1647,A,3,0,,,
30,L,24,77,0,32,40,5.60,6.00,2.1267,32.31,20.9,59.5,1596,1574,A,0,1,,,
30,L,157,48,3,41,25,4.25,3.83,3.0480,29.28,58.0,10.6,1632,1527,A,1,0,,,
30,L,17,114,0,35,78,4.50,4.80,6.2125,44.59,0.0,143.4,1541,1615,A,0,6,,,
30,L,141,74,3,52,41,3.67,5.29,1.8959,35.11,65.4,25.8,1577,1576,A,2,2,,,
30,L,51,86,0,23,27,3.60,4.17,2.8094,36.71,12.3,48.7,1514,1581,A,0,0,,,
30,L,148,124,3,61,33,5.50,3.88,13.3180,62.74,106.4,21.8,2028,1610,A,4,0,,,
30,L,61,140,0,27,56,6.33,4.17,7.4145,64.82,0.0,121.6,1892,1651,A,-2,3,,,
30,L,80,23,3,82,13,5.91,4.33,11.1665,63.35,248.2,7.2,1997,1668,A,8,0,,,
30,L,151,76,3,58,31,5.43,3.63,17.4267,64.56,46.1,21.7,2206,1680,A,4,0,,,
30,L,20,19,3,58,32,5.25,3.75,12.1341,57.31,53.4,23.8,1931,1733,A,4,0,,,
30,L,127,31,3,52,17,5.00,4.25,8.2766,56.32,122.1,14.2,1911,1585,A,3,0,,,
30,L,69,53,3,52,46,6.00,3.50,12.2504,67.46,61.4,38.7,2453,1773,A,2,1,,,
30,L,55,150,3,90,37,5.82,3.00,16.3870,67.71,103.9,17.9,2340,1702,A,7,0,,,
30,L,50,10,3,61,12,4.00,4.00,7.0712,52.63,163.7,7.7,1700,1597,A,4,0,,,
30,L,97,93,3,32,31,4.29,3.86,-1.6204,55.78,50.0,17.9,1766,1845,A,0,0,,,
30,L,41,82,3,82,22,5.17,3.33,11.5145,62.50,171.2,8.7,1966,1553,A,7,0,,,
30,L,158,144,0,46,60,4.20,5.67,-2.8074,53.36,20.9,92.9,1724,2050,A,1,4,,,
30,L,153,160,0,35,55,4.13,5.86,-9.8728,67.39,21.5,101.4,1724,2082,A,0,4,,,
30,L,26,15,0,36,43,5.20,3.90,7.7197,60.11,22.2,78.2,1763,1735,A,0,4,,,
30,L,84,54,3,64,17,5.56,4.25,8.0174,57.77,158.2,10.3,1652,1560,A,5,0,,,
30,L,16,70,3,36,34,3.56,4.14,-2.6509,63.27,46.0,23.0,1729,1732,A,0,0,,,
30,L,92,99,3,32,29,3.33,3.57,-1.5860,54.91,72.6,26.3,1707,1726,A,1,0,,,
30,L,120,59,3,49,15,3.90,3.75,3.5679,54.82,129.9,0.0,2067,1684,A,2,0,,,
30,L,96,9,1,35,40,3.50,2.83,2.9203,57.78,29.9,47.5,1639,1700,A,0,3,,,
30,L,91,105,3,27,26,4.25,2.67,11.1143,74.16,27.1,26.8,2179,1871,A,0,0,,,
30,L,37,115,3,60,14,4.36,3.50,7.8382,69.39,162.9,1.9,1996,1727,A,4,0,,,
30,L,40,14,3,99,25,6.08,3.83,13.8638,73.65,195.9,8.3,2333,1759,A,9,0,,,
30,L,64,39,3,63,46,4.90,3.82,7.5284,65.86,84.8,32.8,1887,1694,A,4,2,,,
30,L,136,134,3,52,30,5.29,4.00,8.8167,72.44,43.5,22.1,2002,1808,A,4,0,,,
30,L,57,6,3,51,20,3.42,3.60,6.0962,65.38,112.2,5.7,2051,1847,A,3,0,,,
30,L,5,75,0,36,38,3.50,3.40,4.0370,68.50,29.4,43.9,1743,1783,A,0,2,,,
30,L,90,143,3,40,18,3.67,3.20,2.7309,64.98,96.8,0.0,1549,1562,A,1,0,,,
30,L,138,110,3,53,28,4.88,3.71,10.3665,74.08,105.2,16.4,2017,1785,A,3,0,,,
30,L,52,63,3,30,28,5.00,3.25,11.5431,75.79,27.1,40.4,2011,1682,A,-2,0,,,
30,L,111,100,3,22,21,3.25,2.71,7.4613,68.81,19.3,28.1,2095,1926,A,0,0,,,
30,L,58,7,0,24,55,3.67,4.80,-0.9304,65.74,0.0,126.3,1966,2045,A,0,3,,,
30,L,3,68,0,27,35,3.43,3.88,1.2037,70.83,19.2,56.6,1919,1914,A,0,2,,,
30,L,38,13,0,20,50,3.60,4.18,0.0838,68.47,0.0,123.7,1732,1946,A,0,3,,,
30,L,81,130,0,26,50,4.00,3.29,3.9168,79.08,7.7,124.5,1909,1950,A,0,3,,,
30,L,43,117,0,20,34,4.67,4.00,5.9587,78.67,0.0,108.4,1952,1857,A,0,1,,,
30,L,66,89,0,34,40,4.17,4.00,6.6290,79.74,16.0,63.7,2013,1891,A,0,3,,,
30,L,123,60,3,40,25,4.67,3.83,7.5751,80.08,72.3,18.0,2180,1947,A,1,0,,,
30,L,79,107,0,28,53,4.00,3.92,1.9530,79.24,0.0,113.5,2033,1931,A,0,3,,,
30,L,18,155,3,36,24,3.20,4.20,-1.2890,84.65,84.0,16.3,1826,1895,A,0,0,,,
30,L,126,116,0,21,38,4.25,4.25,1.9064,76.61,10.0,95.8,1955,1909,A,0,0,,,
30,L,8,45,0,32,37,4.60,3.30,7.2246,92.05,33.5,63.4,2050,1951,A,1,2,,,
30,L,125,104,3,34,32,3.71,3.75,6.2931,84.15,35.9,42.3,2213,2089,A,0,0,,,
