round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
34,S,68,159,0,19,24,3.20,3.14,0.7707,81.06,24.5,41.6,1905,1956,A,0,0,Star,Process,5
34,S,57,118,3,42,31,4.33,3.86,1.1132,88.24,93.1,0.0,2063,2040,A,1,0,Dream,Process,5
34,S,35,33,0,26,55,3.43,4.18,-3.4237,95.97,0.0,103.7,1995,2482,A,0,3,Ribbon,Process,5
34,S,136,138,3,60,58,5.40,5.78,0.4449,97.40,47.3,61.9,2036,2055,A,3,2,Ribbon,Process,5
34,S,125,55,0,21,40,4.75,5.50,-3.3570,98.20,1.6,100.2,2168,2272,A,0,2,Dream,Process,5
34,S,151,69,3,60,25,4.80,3.29,5.5959,102.51,119.9,16.6,2282,2417,A,5,0,Star,Process,5
