round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
46,L,121,42,0,41,54,3.08,4.78,-2.5329,13.61,21.2,46.3,1254,1401,A,1,2,,,
46,L,85,62,0,23,38,3.50,4.83,-5.4954,14.32,10.8,39.1,1087,1341,A,0,0,,,
46,L,119,2,0,40,70,4.00,4.83,-4.2614,16.58,16.0,89.3,1242,1413,A,1,4,,,
46,L,139,70,3,45,40,3.15,4.50,-9.1269,47.37,80.1,25.6,1355,1729,A,4,1,,,
46,L,107,103,3,84,26,4.92,3.43,16.6930,40.49,114.8,17.1,1901,1529,A,6,1,,,
46,L,32,23,0,30,36,3.11,5.00,-1.9942,19.76,6.9,56.1,1459,1648,A,0,0,,,
46,L,39,133,3,56,36,5.71,3.20,9.7842,30.69,80.5,15.6,1679,1412,A,2,0,,,
46,L,128,141,0,16,37,3.50,3.88,-1.9966,23.28,0.0,102.4,1444,1591,A,0,1,,,
46,L,34,61,0,33,72,3.88,5.40,-8.4463,48.09,3.2,105.5,1466,1949,A,0,5,,,
46,L,77,122,3,51,22,5.43,4.00,6.9960,22.56,105.8,5.7,1578,1448,A,3,0,,,
46,L,1,74,0,19,35,3.40,4.43,-2.0427,30.74,10.8,74.4,1527,1666,A,0,0,,,
46,L,137,112,3,101,47,5.86,4.10,10.7698,23.58,124.1,21.9,1489,1370,A,10,2,,,
46,L,94,71,3,41,34,4.50,4.00,9.6206,43.32,46.9,28.9,1758,1335,A,1,0,,,
46,L,152,17,3,39,35,4.38,4.83,-1.7740,32.89,50.8,15.8,1444,1566,A,2,0,,,
46,L,109,4,3,59,34,3.85,3.75,2.9793,23.12,106.1,18.8,1672,1543,A,4,1,,,
46,L,31,75,0,33,34,3.44,4.17,-4.8496,43.35,52.1,25.8,1495,1795,A,1,0,,,
46,L,11,48,3,32,29,4.50,3.57,2.8447,27.08,31.2,30.4,1583,1526,A,2,0,,,
46,L,24,156,0,29,52,3.00,4.88,-9.0638,59.01,27.0,97.4,1609,2082,A,1,3,,,
46,L,150,25,0,36,52,4.14,3.83,5.1561,41.73,12.3,105.2,1741,1680,A,0,4,,,
46,L,154,51,0,27,39,3.57,3.89,-0.3511,31.26,0.0,105.0,1447,1569,A,0,1,,,
46,L,135,86,3,53,32,5.14,3.50,12.7311,38.93,87.0,25.1,1774,1531,A,2,0,,,
46,L,78,157,0,29,38,5.25,3.78,6.1491,41.23,24.5,73.0,1628,1614,A,1,0,,,
46,L,36,54,0,26,43,4.80,3.89,-1.7367,37.67,15.6,71.3,1352,1594,A,0,1,,,
46,L,124,98,0,22,48,2.86,3.78,-7.7430,53.90,13.9,107.2,1592,1885,A,0,2,,,
46,L,63,22,3,62,44,5.00,3.64,13.1811,45.36,81.0,23.6,1747,1607,A,3,1,,,
46,L,90,65,3,51,23,5.14,3.50,10.6373,55.53,103.3,11.8,1740,1477,A,3,0,,,
46,L,76,145,3,35,30,4.43,4.33,2.4816,37.13,39.2,32.0,1662,1647,A,2,0,,,
46,L,49,158,0,43,44,4.50,3.33,17.7014,76.84,7.6,90.3,2162,1701,A,-1,3,,,
46,L,99,82,0,30,31,3.83,3.63,4.7152,46.89,31.7,57.7,1663,1556,A,0,3,,,
46,L,47,13,0,24,32,3.14,4.50,-2.9851,52.09,23.1,38.5,1643,1943,A,0,0,,,
46,L,67,140,3,43,23,4.86,5.25,5.1084,49.62,84.0,14.5,1781,1633,A,1,0,,,
46,L,66,153,3,46,32,5.17,3.33,11.4993,62.98,66.3,20.3,2117,1702,A,1,0,,,
46,L,131,80,0,40,53,3.60,5.13,-7.5610,66.71,31.8,76.2,1761,1993,A,1,2,,,
46,L,53,68,0,30,60,4.67,4.17,-2.0126,60.62,10.6,110.9,1711,1932,A,1,4,,,
46,L,101,16,0,12,40,4.00,3.60,0.4262,43.78,7.0,126.8,1627,1725,A,0,2,,,
46,L,27,114,3,38,28,4.33,3.71,7.5585,47.91,41.2,20.1,1788,1623,A,0,0,,,
46,L,50,96,0,22,28,4.67,3.71,9.6687,64.79,0.0,81.4,1712,1619,A,-2,2,,,
46,L,10,9,0,22,41,3.60,4.63,2.3207,49.08,0.0,106.8,1630,1709,A,0,2,,,
46,L,14,105,0,9,71,4.50,4.57,-1.3888,50.89,0.0,409.4,1688,1943,A,0,5,,,
