round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
45,L,35,121,3,71,17,5.88,3.40,17.7642,43.41,123.7,10.2,1982,1271,A,5,0,,,
45,L,2,85,3,62,18,4.89,3.20,12.1381,11.09,115.5,4.1,1390,1099,A,4,0,,,
45,L,62,119,3,50,32,4.88,5.00,6.9645,13.07,85.9,24.0,1329,1265,A,2,0,,,
45,L,103,32,0,24,41,3.80,4.11,3.0952,15.87,10.0,65.6,1536,1470,A,0,3,,,
45,L,86,139,3,54,32,4.40,4.29,3.7637,19.34,75.9,14.5,1538,1329,A,2,0,,,
45,L,42,6,3,48,37,3.38,6.75,-7.7824,41.68,84.1,22.8,1384,1823,A,3,0,,,
45,L,133,124,0,26,33,4.80,6.00,-1.2072,21.91,21.2,65.3,1418,1605,A,0,0,,,
45,L,5,128,3,77,44,4.75,3.33,12.4023,35.63,98.8,26.3,1782,1465,A,4,2,,,
45,L,26,34,3,67,27,5.22,3.57,13.6291,33.40,114.9,13.4,1789,1472,A,4,0,,,
45,L,122,115,0,34,50,3.56,6.33,-8.4970,34.93,28.9,75.8,1463,1791,A,1,3,,,
45,L,75,1,3,39,24,4.00,3.14,8.8140,39.15,85.2,21.4,1789,1546,A,0,0,,,
45,L,71,137,0,24,26,3.67,5.50,-1.6309,27.17,21.9,29.0,1337,1464,A,0,2,,,
45,L,96,152,1,40,48,4.14,4.00,7.3032,39.54,0.0,77.2,1595,1426,A,1,1,,,
45,L,112,94,0,21,49,3.80,5.14,-8.7527,43.97,9.4,76.3,1395,1756,A,0,1,,,
45,L,25,130,3,36,25,3.20,3.60,-5.0383,47.82,83.0,2.3,1649,1882,A,0,0,,,
45,L,82,11,0,26,27,3.80,4.17,4.7539,32.84,15.2,57.8,1536,1573,A,0,0,,,
45,L,23,107,3,39,30,3.50,4.40,-5.9602,56.74,84.5,0.0,1637,1894,A,0,0,,,
45,L,4,14,0,12,51,3.00,4.40,-1.1833,32.81,0.0,183.3,1557,1716,A,0,4,,,
45,L,74,31,3,55,8,4.50,4.00,3.6728,31.41,183.2,0.0,1647,1501,A,3,0,,,
45,L,16,154,0,23,24,3.50,3.67,6.6939,40.25,10.7,50.7,1696,1465,A,0,2,,,
45,L,48,99,3,52,39,4.00,5.33,-2.7523,43.06,95.0,24.0,1536,1683,A,2,0,,,
45,L,105,109,3,26,25,4.50,3.83,6.2506,39.85,30.5,40.0,1915,1658,A,0,0,,,
45,L,8,24,3,54,19,5.14,3.40,13.6989,55.45,112.5,10.0,2031,1614,A,3,0,,,
45,L,108,36,3,41,35,4.43,3.88,5.9709,39.16,45.2,21.1,1684,1365,A,1,0,,,
45,L,157,92,0,28,33,3.71,4.29,-0.9179,43.27,15.9,56.4,1591,1723,A,0,0,,,
45,L,22,19,0,30,47,4.00,4.20,-0.6046,38.71,0.0,93.6,1618,1780,A,0,1,,,
45,L,65,102,3,57,42,4.25,6.17,-0.6488,45.91,89.5,31.4,1485,1517,A,2,2,,,
45,L,141,127,0,26,41,3.43,5.17,-5.7704,54.08,28.4,66.4,1570,1957,A,1,1,,,
45,L,45,77,3,70,30,5.89,4.00,11.3765,55.72,107.4,20.0,2007,1563,A,5,0,,,
45,L,51,101,3,45,35,4.10,5.17,-1.7631,40.35,54.1,26.2,1551,1656,A,3,0,,,
45,L,30,131,0,33,67,5.75,4.07,8.2927,57.96,1.3,131.9,1924,1773,A,0,4,,,
45,L,134,76,3,50,45,5.57,5.13,6.8944,39.80,60.9,40.0,1791,1650,A,3,2,,,
45,L,158,125,0,23,27,2.33,4.25,-10.6770,61.41,26.0,29.4,1676,2134,A,0,0,,,
45,L,17,50,3,52,24,3.69,4.25,-5.4854,62.17,129.4,0.0,1584,1736,A,4,0,,,
45,L,116,47,3,65,35,4.82,3.88,5.7830,54.63,103.7,10.9,1911,1651,A,4,0,,,
45,L,153,44,0,32,37,3.11,4.00,-9.3359,57.85,31.1,29.8,1705,1956,A,0,0,,,
45,L,114,10,0,27,39,3.83,4.38,1.8616,43.30,12.3,66.9,1631,1654,A,0,2,,,
45,L,117,53,2,61,45,5.22,3.42,8.3939,56.97,58.8,30.7,1891,1730,A,6,1,,,
45,L,140,155,0,17,50,3.75,4.56,-2.7750,62.90,0.0,125.8,1644,1880,A,0,3,,,
45,L,145,110,0,18,39,3.75,3.18,3.2045,50.88,8.8,108.2,1659,1769,A,0,1,,,
45,L,100,150,0,24,37,3.80,4.13,3.3877,57.26,9.8,79.0,1915,1772,A,0,0,,,
45,L,54,143,3,42,34,4.75,5.00,-0.2604,54.89,79.4,15.7,1581,1598,A,1,0,,,
45,L,3,97,3,52,34,4.50,3.75,2.6431,49.99,81.8,15.1,1844,1798,A,2,0,,,
45,L,91,146,3,56,32,4.88,2.33,12.7272,72.77,81.4,20.8,2212,1715,A,3,0,,,
45,L,9,27,3,25,23,3.29,3.33,-1.0855,57.61,38.8,21.8,1685,1780,A,0,0,,,
45,L,59,63,0,37,41,4.13,4.11,1.5568,59.35,49.7,52.9,1686,1736,A,1,4,,,
45,L,41,78,3,55,22,4.22,3.33,10.5852,69.35,104.8,5.5,2007,1651,A,3,0,,,
45,L,15,67,0,24,41,4.20,4.11,0.8146,58.19,8.5,99.1,1738,1770,A,0,1,,,
45,L,68,93,3,33,21,4.80,3.80,7.2536,62.58,56.3,22.5,1913,1746,A,0,0,,,
45,L,98,39,3,42,41,5.17,4.63,6.8398,67.30,56.4,31.7,1872,1673,A,2,1,,,
45,L,58,123,0,25,39,2.88,6.00,-7.0178,73.12,11.0,100.3,1882,2152,A,0,1,,,
45,L,70,135,0,28,42,4.60,4.75,3.2284,69.11,21.8,91.2,1755,1767,A,0,1,,,
45,L,38,21,3,54,24,4.36,4.40,1.5925,65.25,130.7,0.0,1766,1897,A,3,0,,,
45,L,7,60,0,27,42,4.00,3.45,4.5290,71.31,0.0,97.3,2018,1940,A,0,1,,,
45,L,61,18,0,25,42,5.00,3.80,3.3542,77.91,15.3,96.3,1943,1829,A,0,3,,,
45,L,13,106,3,39,26,4.00,3.43,1.0309,71.75,101.2,0.0,1935,1929,A,1,0,,,
45,L,80,79,0,23,56,5.00,3.71,9.0969,87.73,0.0,145.1,1981,1993,A,-2,3,,,
45,L,144,104,2,41,25,3.70,4.60,0.2354,78.46,129.9,0.0,2015,2051,A,2,0,,,
45,L,120,52,0,13,44,3.25,5.29,-5.2402,82.64,4.2,127.8,1991,2122,A,0,2,,,
45,L,29,40,0,30,52,3.50,5.29,-10.6118,83.84,19.0,91.7,2015,2386,A,0,2,,,
45,L,126,142,3,46,29,4.11,3.86,4.9453,71.54,73.7,8.1,2025,1953,A,1,0,,,
45,L,83,81,3,29,25,3.29,3.83,4.4609,76.16,61.9,22.2,1962,1869,A,0,0,,,
45,L,84,90,1,31,38,4.14,4.25,0.0540,85.28,35.7,49.3,1607,1732,A,0,2,,,
45,L,159,20,0,10,32,3.33,4.67,-1.6991,82.84,0.0,120.0,1885,2040,A,0,1,,,
45,L,118,64,3,32,26,4.80,4.00,5.9187,85.54,57.8,36.8,2091,1862,A,0,1,,,
45,L,43,69,0,38,53,4.00,5.38,-5.5109,89.51,31.0,92.6,1943,2340,A,0,4,,,
45,L,88,129,0,28,53,4.33,4.36,-0.6679,88.28,0.0,130.4,1913,2128,A,0,3,,,
45,L,160,87,3,46,25,4.00,3.29,9.8223,86.13,101.9,14.4,2184,1882,A,2,0,,,
45,L,72,89,3,40,35,4.71,3.88,5.2332,87.41,43.5,28.6,2077,1973,A,3,0,,,
