round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
56,L,121,19,0,39,42,2.92,5.60,-10.5732,27.13,26.6,43.4,1225,1770,A,0,1,,,
56,L,143,85,3,71,20,5.88,3.00,23.4980,26.68,115.6,7.1,1633,1079,A,5,0,,,
56,L,119,36,0,35,78,3.88,5.42,-4.9761,20.34,0.0,108.4,1224,1392,A,0,5,,,
56,L,32,106,0,17,52,2.14,4.00,-9.6902,40.13,0.0,113.2,1396,1904,A,0,3,,,
56,L,13,103,3,41,11,4.17,2.75,16.1413,37.00,112.2,5.1,1932,1494,A,2,0,,,
56,L,133,15,1,34,35,4.57,5.20,-4.5580,31.30,44.7,21.2,1423,1726,A,0,-2,,,
56,L,139,27,0,40,41,3.60,6.40,-6.9166,39.47,36.9,50.2,1368,1799,A,1,1,,,
56,L,34,148,0,29,47,3.38,4.83,-13.5618,55.13,14.9,43.7,1480,2096,A,0,1,,,
56,L,122,134,0,38,44,3.40,5.14,-3.5100,31.83,17.8,53.4,1459,1750,A,0,2,,,
56,L,78,128,3,64,18,5.30,3.20,7.1593,31.51,111.9,0.8,1665,1479,A,4,0,,,
56,L,65,112,0,50,60,5.38,5.60,2.8736,28.72,25.9,70.5,1447,1399,A,2,3,,,
56,L,71,84,0,42,73,4.44,5.45,-6.9103,47.96,28.6,108.5,1301,1656,A,2,6,,,
56,L,4,68,0,29,41,3.38,4.14,-8.1348,49.70,23.8,41.5,1518,1948,A,0,1,,,
56,L,31,99,0,11,26,3.67,3.29,-0.9102,31.23,0.0,107.9,1438,1654,A,0,1,,,
56,L,42,59,3,45,20,4.10,4.00,-2.4219,38.86,105.8,0.0,1484,1693,A,2,0,,,
56,L,108,62,3,52,17,4.44,2.50,6.2278,34.74,118.9,3.0,1634,1320,A,3,0,,,
56,L,11,1,1,30,40,3.43,4.00,3.9779,28.71,0.0,64.4,1537,1595,A,0,1,,,
56,L,101,152,0,30,46,5.00,3.82,7.7608,35.78,0.0,108.0,1600,1466,A,0,2,,,
56,L,67,124,0,33,41,5.75,4.88,9.5093,51.94,8.4,102.7,1743,1577,A,-2,3,,,
56,L,50,154,3,52,26,5.14,3.43,11.7701,46.19,72.1,20.7,1710,1420,A,2,0,,,
56,L,9,86,3,33,31,3.67,3.22,9.2935,36.88,30.2,39.5,1711,1492,A,0,0,,,
56,L,48,74,0,22,78,5.00,5.31,-1.4155,35.16,0.0,177.7,1473,1677,A,0,5,,,
56,L,24,138,0,41,51,3.70,4.86,-10.5380,59.45,38.9,51.7,1607,2032,A,2,2,,,
56,L,157,141,3,39,28,3.30,3.71,2.1596,28.73,58.2,19.2,1589,1524,A,0,0,,,
