round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
44,R,120,121,3,67,6,5.22,3.00,12.3859,31.52,214.6,0.0,2019,1272,A,4,0,,,
44,R,85,92,0,23,55,3.00,4.63,-10.4123,27.64,14.7,99.9,1108,1709,A,0,2,,,
44,R,119,122,0,25,57,4.60,5.67,-0.3956,13.75,0.0,147.5,1280,1471,A,0,4,,,
44,R,20,32,3,43,17,4.50,3.40,14.1025,47.10,61.2,11.3,2019,1438,A,1,0,,,
44,R,135,139,3,48,27,5.33,4.17,12.1119,31.29,64.0,21.5,1742,1338,A,1,0,,,
44,R,103,107,0,26,62,3.43,4.89,-12.3558,44.04,12.3,104.1,1568,1921,A,0,4,,,
44,R,42,48,0,34,44,3.75,3.80,-0.4847,19.08,0.0,73.1,1351,1511,A,0,3,,,
44,R,133,137,1,46,60,4.20,5.56,-2.2489,24.95,22.3,64.8,1430,1452,A,1,3,,,
44,R,114,128,3,46,28,5.00,4.33,7.3256,25.67,81.6,19.5,1654,1471,A,1,0,,,
44,R,34,47,0,35,50,3.44,4.10,-3.0155,26.12,17.9,44.6,1479,1659,A,0,2,,,
44,R,49,62,3,47,23,4.14,2.63,17.2018,54.86,80.2,11.8,2213,1314,A,1,0,,,
44,R,152,160,1,28,44,4.33,4.67,-11.9730,58.83,28.4,24.7,1398,2178,A,0,1,,,
44,R,5,1,3,53,31,4.75,3.63,10.6869,38.47,95.4,20.8,1776,1552,A,2,0,,,
44,R,71,74,0,37,56,5.00,4.90,-0.8040,28.31,0.0,103.5,1349,1628,A,1,3,,,
44,R,97,112,3,43,31,5.00,3.00,10.5115,30.50,60.0,16.4,1815,1404,A,1,0,,,
44,R,6,2,3,60,6,4.36,3.00,7.7745,37.14,286.2,0.0,1856,1381,A,4,0,,,
44,R,98,109,0,22,41,4.67,3.08,15.2614,65.51,0.0,130.1,1867,1662,A,-2,3,,,
44,R,22,25,3,39,38,3.56,3.40,2.9347,26.28,48.2,31.4,1636,1621,A,0,0,,,
44,R,14,11,3,49,41,5.43,4.11,6.6847,28.70,62.1,26.9,1687,1558,A,1,1,,,
44,R,23,26,0,39,58,3.89,4.36,-3.9802,42.41,22.1,90.8,1610,1782,A,0,2,,,
44,R,15,4,3,56,25,5.00,3.29,6.8481,35.26,108.5,5.9,1764,1586,A,3,0,,,
44,R,150,154,3,42,28,4.13,4.33,4.6752,33.94,49.9,15.0,1741,1443,A,1,0,,,
44,R,19,31,3,58,17,4.70,3.75,6.8325,31.53,133.1,8.0,1762,1520,A,3,0,,,
44,R,86,91,0,9,68,2.25,4.45,-12.5574,61.76,0.0,254.0,1529,2210,A,0,5,,,
44,R,65,78,3,28,14,4.33,6.00,-1.6565,42.78,99.7,8.2,1465,1656,A,0,0,,,
44,R,24,27,0,32,47,3.33,4.88,-3.7274,46.97,11.3,84.9,1618,1796,A,0,1,,,
44,R,118,124,3,45,12,5.17,3.00,10.4628,61.12,111.4,3.2,2086,1593,A,2,0,,,
44,R,145,157,3,52,21,4.30,3.80,5.2680,33.77,109.9,0.0,1682,1605,A,3,0,,,
44,R,36,39,0,7,42,3.50,4.50,-1.6957,40.84,0.0,188.0,1368,1678,A,0,2,,,
44,R,129,141,3,33,25,5.75,2.56,11.1297,59.11,48.2,21.4,2111,1576,A,0,0,,,
