round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
23,R,121,126,0,33,46,2.82,5.20,-10.8314,42.15,23.3,59.9,1335,1998,A,0,2,,,
23,R,57,62,0,35,46,4.60,3.23,11.0824,48.97,0.0,103.8,2008,1259,A,-2,3,,,
23,R,116,119,3,47,31,4.83,3.38,17.4562,39.24,50.6,18.2,1998,1345,A,1,0,,,
23,R,81,85,3,75,13,4.55,4.33,19.3105,38.56,138.3,8.6,1961,1187,A,5,0,,,
23,R,139,142,3,41,38,3.08,4.80,-11.0121,56.77,77.6,0.0,1385,2055,A,1,-2,,,
23,R,123,128,3,68,27,4.50,2.78,17.3599,49.04,90.7,16.7,2151,1450,A,3,0,,,
23,R,100,103,3,64,29,5.50,3.86,12.3380,37.20,100.6,8.5,1994,1642,A,4,0,,,
23,R,34,38,0,0,55,0.00,4.67,-6.7570,30.57,0.0,2309.6,1520,1728,A,-5,8,,,
23,R,132,133,3,87,20,5.67,2.57,19.0824,53.63,151.2,8.5,2328,1461,A,6,0,,,
23,R,36,42,3,60,25,4.82,3.83,1.2722,18.16,120.7,0.0,1337,1398,A,4,0,,,
23,R,68,71,3,46,27,5.00,3.57,13.2097,42.93,59.1,13.2,1986,1339,A,1,0,,,
23,R,26,32,3,52,24,4.22,3.67,7.5247,34.25,100.5,14.5,1763,1535,A,3,0,,,
23,R,145,152,3,34,16,3.71,3.50,6.3911,18.03,83.6,14.7,1620,1410,A,0,0,,,
23,R,2,4,3,32,30,3.11,4.17,-2.9646,27.87,33.3,26.8,1406,1603,A,2,0,,,
23,R,74,77,3,37,32,4.71,4.50,-1.0690,29.32,32.5,25.2,1532,1565,A,2,0,,,
23,R,1,10,0,18,31,4.25,3.63,0.6076,26.13,15.4,77.9,1603,1588,A,0,0,,,
23,R,11,12,0,27,65,3.57,4.90,-10.2986,51.71,16.5,100.2,1515,1997,A,0,4,,,
23,R,140,141,3,52,36,4.60,5.33,-0.1654,33.89,72.7,25.1,1584,1593,A,2,0,,,
23,R,154,159,0,29,49,3.00,4.25,-10.5746,50.54,14.1,81.4,1427,1945,A,0,1,,,
23,R,17,24,3,35,31,4.17,3.63,8.3709,36.71,37.4,35.3,1617,1601,A,0,0,,,
