round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
43,S,100,158,3,64,21,5.22,3.17,10.5965,48.54,116.5,3.7,1942,1704,A,4,0,PA,Process,5
43,S,57,150,3,48,6,4.63,3.00,7.2826,61.53,197.3,0.0,2013,1736,A,2,0,PA,Process,5
43,S,108,73,0,10,75,3.33,4.69,-6.1323,77.11,0.0,255.9,1706,2126,A,0,5,PA,Process,5
43,S,72,58,3,55,19,4.20,2.83,8.6623,73.00,116.7,11.0,2066,1896,A,3,0,PA,Process,5
43,S,151,6,3,67,28,5.22,2.89,14.1430,77.25,96.7,16.2,2354,1852,A,5,0,PA,Process,5
43,S,94,49,0,14,26,3.50,3.17,-4.6249,83.36,9.0,67.2,1720,2212,A,0,0,PA,Process,5
43,S,81,33,0,24,83,3.14,4.85,-11.8420,83.72,14.2,154.5,1866,2484,A,0,6,PA,Process,5
43,S,70,37,0,33,42,3.63,4.11,-1.2665,84.07,12.0,82.0,1785,1990,A,0,1,PA,Process,5
43,S,156,7,3,62,17,4.70,3.75,9.4834,86.79,153.2,11.0,2119,2035,A,4,0,PA,Process,5
43,S,89,123,0,39,43,3.50,4.22,-1.0836,88.95,21.6,56.3,1961,2175,A,0,1,PA,Process,5
43,S,44,129,0,22,55,4.50,4.45,1.7565,89.44,0.0,130.9,1937,2110,A,0,3,PA,Process,5
43,S,40,111,3,73,29,5.36,3.86,7.6870,94.52,136.6,10.5,2370,2087,A,7,0,PA,Process,5
43,S,148,20,3,36,35,4.29,3.88,4.2064,95.23,51.6,29.9,2055,2017,A,0,0,PA,Process,5
43,S,35,55,0,43,47,3.55,4.88,-3.7782,99.75,38.2,57.5,2001,2334,A,1,1,PA,Process,5
43,S,91,66,3,38,24,3.75,4.40,4.0598,97.70,59.5,10.9,2207,2084,A,0,0,PA,Process,5
43,S,160,132,3,46,27,4.00,5.00,1.6933,100.14,111.5,0.0,2177,2294,A,2,0,PA,Process,5
