round,game_type,team_a,team_b,result_a,pf_a,pa_a,raw_goal_a,raw_goal_b,spread_a,interest,dscr_a,dscr_b,elo_a_after,elo_b_after,home,ex_a,ex_b,cup_name,cup_bracket,cup_round
16,S,32,33,0,29,77,3.86,4.70,-19.5706,60.60,18.5,108.9,1586,2553,A,0,5,Ribbon,Process,3
16,S,92,125,1,40,41,3.80,4.14,-10.3845,66.60,40.8,40.9,1641,2195,A,1,1,Dream,Process,3
16,S,77,110,0,40,59,4.00,5.22,-6.0903,61.94,32.2,55.1,1617,1921,A,1,4,Star,Process,3
16,S,158,68,0,29,61,3.38,5.10,-4.1514,56.41,9.7,107.2,1757,1967,A,0,4,Star,Process,3
16,S,150,69,0,25,41,3.29,4.50,-9.5582,71.57,14.2,88.1,1797,2436,A,0,1,Star,Process,3
16,S,14,138,0,34,52,5.00,5.38,-4.5274,66.97,18.1,86.7,1696,1929,A,0,2,Ribbon,Process,3
16,S,70,159,0,26,31,3.43,4.14,-0.2334,61.55,0.0,74.5,1610,1907,A,0,0,Star,Process,3
16,S,60,56,3,23,13,2.33,4.50,-8.2476,82.02,109.1,0.0,1971,2222,A,1,-2,Dream,Process,3
16,S,89,55,0,13,58,3.25,5.13,-13.0307,77.05,2.4,133.3,1856,2269,A,0,3,Dream,Process,3
16,S,57,126,3,28,21,3.25,3.40,-2.2103,78.03,65.9,6.5,2042,2033,A,0,0,Dream,Process,3
16,S,136,44,3,61,24,5.11,3.67,7.3701,81.73,118.5,10.8,2051,1914,A,4,0,Ribbon,Process,3
16,S,61,81,0,21,41,3.80,3.89,-1.8229,75.75,2.2,103.9,1887,2003,A,0,2,Dream,Process,3
16,S,12,7,0,28,59,4.40,5.00,3.8618,79.13,0.0,120.6,1959,2077,A,0,4,Ribbon,Process,3
16,S,43,129,3,36,21,3.78,4.00,-3.0725,88.46,101.8,5.5,2017,2157,A,1,0,Ribbon,Process,3
16,S,120,91,0,29,65,4.50,4.54,-0.2667,92.18,0.0,238.4,2195,2130,A,0,4,Dream,Process,3
16,S,21,132,3,40,38,3.60,5.00,-4.1734,96.00,74.7,34.0,2083,2311,A,1,0,Ribbon,Process,3
16,S,35,29,3,27,19,3.67,4.25,3.2274,85.53,61.5,22.0,2010,2068,A,0,0,Ribbon,Process,3
16,S,8,45,3,30,24,3.83,3.14,4.7316,89.93,41.2,15.4,2010,2027,A,0,0,Ribbon,Process,3
16,S,72,149,3,32,31,3.83,3.00,6.8357,89.40,30.9,26.8,2101,1972,A,0,0,Star,Process,3
16,S,98,151,0,34,41,4.00,4.71,-3.7854,94.66,25.5,36.2,1853,2062,A,0,3,Star,Process,3
16,S,118,116,3,75,27,5.00,4.17,3.7328,92.57,140.5,0.0,1965,1973,A,5,0,Dream,Process,3
16,S,160,104,3,30,29,3.38,3.86,0.9314,95.14,38.5,32.1,2057,2195,A,2,0,Star,Process,3
16,S,83,49,0,30,56,3.71,3.57,1.5936,98.96,0.0,122.6,2024,2123,A,0,3,Dream,Process,3
16,S,156,73,0,38,55,3.30,3.92,0.9794,100.77,29.0,106.4,1860,2040,A,1,6,Star,Process,3
